gene,log2FoldChange
LMX1B,4.95826348
TEAD4,4.958334778
CCDC144NL-AS1,4.958774517
RP11-299G20.2,4.958842466
CTD-2267D19.3,4.959523896
NAA50,4.960158456
TMEM165,4.960328981
VPS16,4.960753969
ISY1,4.963202513
CFAP57,4.964366946
MNS1,4.964681335
NDUFA2,4.964797256
CH17-340M24.3,4.965508516
SEC23B,4.968215764
GLRX2,4.968420993
METTL18,4.969723103
NSFL1C,4.969874042
TRIM27,4.972642324
SAA2,4.973653554
AC002398.9,4.974066554
DDX60L,4.975006123
MRPL11,4.976008581
SOX9-AS1,4.976111664
AC093724.2,4.976749444
PPP1R13L,4.976992341
TMA16,4.977068209
LINC01393,4.979967108
MUC1,4.980111308
ACBD6,4.980340835
FANCC,4.981612226
EIF3B,4.981856786
AGPAT2,4.987065935
ITGB4,4.987069246
IFRD2,4.988395596
CCL18,4.988688947
POLR2J4,4.991957075
APEH,4.992224268
VAV2,4.993304467
SUV420H2,4.994245132
HCG25,4.995039361
SWSAP1,4.995080957
PTPRG-AS1,4.995705331
FAM103A2P,4.9962891
PAFAH1B2,4.996794188
CITED4,4.997766814
EXOSC1,4.998765865
CTB-31O20.3,5.000301235
BST2,5.000461355
DLX5,5.001112232
TFB2M,5.001129271
NDUFB9,5.001138517
RP11-488L18.10,5.001323963
CMTM7,5.002565471
SYNGR3,5.002831616
RP11-507E23.1,5.00301922
PRR5-ARHGAP8,5.00351633
SMS,5.003775181
MIS18BP1,5.004730606
CSPG5,5.005049351
DYNLL1,5.005408198
STRN4,5.005698968
ASPSCR1,5.006082407
VAC14,5.007023241
CTD-2545G14.6,5.007418152
CEP250,5.007880205
ZNF675,5.008576179
RP11-66N11.8,5.009461955
AC016700.5,5.011072406
ADAT3,5.011451877
GABRQ,5.011754208
SCEL,5.012516097
ESPN,5.013252548
PCNXL3,5.013453094
WWC1,5.013489439
ARTN,5.014545591
COQ5,5.015165301
MRPL42,5.015325939
CHD7,5.015402618
PNPLA3,5.016006989
ASUN,5.016608924
PTPRN,5.01752679
APTX,5.017810109
FOXD2,5.01794791
RP5-1112D6.7,5.018493871
SF3B3,5.019472889
CCT2,5.020035668
SNHG9,5.020445086
GMIP,5.020966018
CHTOP,5.023943811
RP11-498C9.2,5.024700575
CLN3,5.026144538
INO80B,5.026269082
RNFT1,5.027101313
OGFRP1,5.028740301
C14orf2,5.028861336
MTCP1,5.030027678
PACSIN1,5.030879778
C4orf47,5.031014699
RP11-84C13.2,5.031072654
RCOR2,5.031164125
PARP9,5.031587386
TLE6,5.031739403
RP11-660L16.2,5.032302538
ZFPL1,5.032309425
SLC45A2,5.032983258
ZBED6CL,5.033195652
CTD-2206N4.4,5.03599539
AATF,5.036692068
PPP2R1B,5.03687012
ITGA3,5.037306175
DTX2,5.037357956
SLCO4C1,5.038680593
KDM4A,5.038692628
SKA2,5.039924692
SRPK1,5.040540428
TECR,5.040731344
ATP5C1,5.04219816
TET3,5.042231686
TMEM139,5.043232507
FTH1P20,5.043377749
CEACAM5,5.043422932
RPS20P33,5.043870251
RP11-120D5.1,5.04539553
ADAMTS12,5.046012803
HOXB-AS3,5.04689668
NPRL3,5.047732189
C20orf197,5.047744866
FLJ22447,5.048096046
ANO1,5.048509539
STX3,5.049226974
RP11-299G20.5,5.049701309
PGK1,5.049865856
COMP,5.050783658
RP11-500C12.1,5.050948926
MVB12A,5.051933336
TNRC6C-AS1,5.052254364
RP13-890H12.2,5.05378969
HES2,5.054115738
ABHD10,5.058439721
LGALS8-AS1,5.059166605
MITD1,5.059433812
C19orf47,5.059545258
SIGMAR1,5.05981766
DCAF12,5.063443715
MRPL4,5.064652636
FAM227A,5.065263682
XYLT2,5.06728036
HILPDA,5.068023392
ANKLE2,5.068140781
SCARB1,5.069021918
IGF2-AS,5.069486303
SPG21,5.069909119
SRD5A3,5.070432715
TAC3,5.070441264
S100A5,5.073116333
TMEM101,5.075927569
ZSWIM1,5.076397438
DGUOK-AS1,5.080545219
GNAS,5.081068905
THEM6,5.081730065
RP11-245D16.4,5.081846723
NIPA2,5.08261061
AKR1B1,5.082907612
PKM,5.084573698
CIAO1,5.084946825
CCL20,5.086381749
RP11-574K11.32,5.087890429
PCYT2,5.089429442
EFCAB11,5.089918921
RP3-512B11.3,5.095596695
CRTC2,5.095605582
COCH,5.096132511
LSM3,5.097011037
GPR84,5.097400033
RP11-532F12.5,5.097515432
WDR72,5.100043366
SRRT,5.100707321
LRRIQ3,5.101613008
PPP1R14C,5.101932624
HRSP12,5.103122462
RPS6KB2,5.103396534
MX2,5.105284244
DAD1,5.10626508
SAMD10,5.107112721
P4HA1,5.109002115
POLR2I,5.110354059
SOWAHD,5.112570332
DLG1-AS1,5.114116842
CHST6,5.115471891
BCL2L11,5.116276712
MFSD5,5.11648576
PRAP1,5.117125255
GRWD1,5.118272618
GTPBP2,5.119694293
RCAN3,5.12027076
GMPPB,5.120551328
MTHFD1,5.122004907
CRELD2,5.122911344
CTB-129P6.7,5.123579704
RP11-385F7.1,5.124048324
MMP14,5.127172604
KCP,5.12755549
VBP1,5.129760387
HAP1,5.130155982
MIR762HG,5.130412425
DHDH,5.131902402
HMGN2P5,5.132191349
ZNF697,5.133427934
SRP9,5.13362835
RP5-1125A11.7,5.135250004
PLOD3,5.135561157
METTL23,5.135938072
RCCD1,5.137402812
SLC6A10P,5.137403584
VGLL1,5.138075141
LINC01424,5.138288143
RP11-837J7.3,5.138426424
RP1-187B23.1,5.138629681
TMX1,5.140129501
RP11-764K9.1,5.140838209
ZNF787,5.140958462
DHCR24,5.141283841
CTD-2270L9.4,5.141418085
DEDD2,5.142035623
TCHH,5.142465583
INA,5.142855384
RFX8,5.143986503
STAM-AS1,5.144272019
TENM2,5.144753111
SURF2,5.145541192
STAP2,5.14621258
EMG1,5.146444028
COX19,5.147017622
MX1,5.147181319
NAE1,5.147541188
RBM42,5.148260258
SMC2,5.149230011
OR2I1P,5.149893268
ANP32E,5.150861679
PODNL1,5.151372114
PAK1IP1,5.152497593
TTC4,5.154394361
CTD-2162K18.4,5.154553307
MARCKS,5.154617159
HNRNPA3P12,5.155827949
C10orf55,5.156591345
RP4-761J14.8,5.15698362
PRELID1P1,5.157066788
DRAP1,5.157726256
GCLM,5.158061936
ZNF200,5.15908769
DLEU7,5.159812627
ARHGEF38,5.164232766
HACD2,5.165138053
RP11-609D21.3,5.16515373
LIMK2,5.165475372
NIP7,5.165502177
SDF2,5.166941433
EEF1A2,5.167248999
KANK4,5.168753552
HSPD1,5.171291423
AC018890.6,5.171902367
NHSL1,5.175563489
DDRGK1,5.175767723
SPCS1,5.176231453
AC000068.5,5.176778414
FJX1,5.177333395
UTP6,5.179999503
DBF4B,5.181094178
EARS2,5.183241085
SF3A2,5.184035359
CYP11A1,5.184407773
RP11-663N22.1,5.184822797
ZNF600,5.18483873
ST8SIA2,5.185337357
RP11-339B21.10,5.189438571
SOX9,5.190176923
ELOF1,5.1907431
NIPSNAP1,5.191648229
GNG4,5.195521609
RABEP2,5.196922298
ABCA4,5.197652704
MCAT,5.197884293
SLC25A14,5.199280725
PARP10,5.201202904
CTD-3193O13.11,5.201840146
LINC01224,5.202148081
FCGR3A,5.205711289
AJUBA,5.207103088
BMP8A,5.207649351
PGAP2,5.207855457
NKAIN4,5.208741856
ZNF581,5.210685529
RP11-10C24.2,5.213035877
EXOSC3,5.214423595
RP11-4L24.3,5.215568361
PNPT1,5.216626564
GSK3B,5.217506711
POGK,5.217534293
MYLPF,5.218477456
GLRX3,5.219401536
DIO1,5.220199186
COA3,5.221570925
MINPP1,5.221857981
COX5A,5.222533276
MOSPD3,5.222664601
BABAM1,5.222683548
COMT,5.226803229
FAM131C,5.227997684
DNAH3,5.228501504
SLFN13,5.229565991
ELK1,5.232032166
RNF8,5.233549372
PRRC1,5.233727249
ZNF260,5.236892158
P2RY6,5.239558307
GPAA1,5.24177784
DERL1,5.243353103
VTA1,5.243454112
RCN2,5.243837007
IL12RB2,5.246186402
CCHCR1,5.246625242
LINC00941,5.246664809
ATP5E,5.246962159
ESRP1,5.248036418
SPEF1,5.248132181
RPL35P5,5.251285279
RP11-110G21.1,5.251298066
OST4,5.251845917
SCAF1,5.252557106
SCG5,5.25293671
AARS2,5.255907309
ABHD11-AS1,5.256567081
MRPL53,5.257781526
DHX34,5.25784249
RP11-863P13.3,5.258466694
GPR78,5.259612893
AP5Z1,5.260420506
TIMM8B,5.262315367
GNB2,5.262374667
DNAAF5,5.263135235
RP11-505K9.5,5.26374693
PROC,5.265658674
MB21D1,5.267530659
CUTA,5.267854302
LINC00925,5.269532606
CERS2,5.26957009
NAA20,5.271475133
ISYNA1,5.272215437
PLEK2,5.273190627
TOP1MT,5.273535801
GS1-279B7.2,5.273976065
PRKRIP1,5.274262904
COPG2,5.274779496
GFPT1,5.275101086
ECEL1,5.275127382
MCIDAS,5.275507199
PTBP3,5.277397885
AMN,5.277404399
SMG5,5.283181221
GALNT2,5.28347959
DAP3,5.283523469
PSMD4,5.283980974
RP11-982M15.2,5.284441397
RP1-309F20.3,5.285041633
F11R,5.286036627
C22orf29,5.28657891
YES1,5.287720981
XPO6,5.287827076
SERPINH1,5.28797899
RP1-140A9.1,5.288420587
C10orf67,5.290012936
HOOK1,5.291072705
RBCK1,5.292950548
SLC30A6,5.294624973
STAC3,5.295558021
RP11-519G16.3,5.297425025
SSR4,5.298392972
RP11-524H19.2,5.300477279
MESP1,5.300901509
CD2AP,5.301807837
PTRH1,5.301831802
WARS,5.302876735
AC112497.1,5.305798459
ZNF282,5.306264325
LINC01420,5.306360749
SGPL1,5.306908112
ARFGAP1,5.307335844
RASGEF1A,5.307490881
C19orf45,5.307730561
FRAS1,5.309224121
CTU2,5.310840009
AC068831.6,5.317279773
CDK2AP1,5.32066145
CORO1B,5.320826527
FADD,5.320829184
TMEM138,5.322517455
HNRNPA1P16,5.322651668
WDR5,5.322664185
ACP2,5.32694878
NKILA,5.327181752
METTL12,5.327443972
ABCB8,5.328526388
PLA2G7,5.328817285
XRCC4,5.331025222
GTF2E1,5.331147114
RP11-119B16.2,5.331176143
IGDCC3,5.331955642
EXOSC9,5.331971986
FASTK,5.333875293
ALKBH6,5.337806015
PNPO,5.338376889
PSMG4,5.339206318
NANP,5.341510033
ZNF296,5.341603434
TRAPPC5,5.34406688
GGCX,5.34471528
CHMP1A,5.346840215
ALG1,5.347730108
ZNF85,5.347743756
ERBB2,5.34830789
SNRNP40,5.350552294
TMEM63C,5.350657605
GLT8D1,5.350949952
HES6,5.351412419
IPO4,5.355627568
CDK5RAP1,5.356079329
ADAMTS7,5.356491435
SDHAF3,5.356665139
PGLS,5.357147272
MIF-AS1,5.35866047
YTHDF3-AS1,5.361207604
PUF60,5.363029696
CC2D1B,5.366648024
OAS1,5.36814575
DDX31,5.370067809
IFT20,5.371267834
CTHRC1,5.372332453
ATP6V1A,5.373349848
KIAA2013,5.373633582
LINC00467,5.375934675
PTRHD1,5.378337718
RP11-150O12.6,5.381206959
XCL1,5.381338587
ARHGEF19,5.384587108
CILP2,5.386063819
AC007750.5,5.387561113
CTD-2003C8.2,5.387870227
NPW,5.389007913
CNOT11,5.389522196
GMDS,5.389554348
MROH6,5.390087129
CDC34,5.391153192
PTMA,5.39134318
RNF187,5.391865207
RP1-197B17.5,5.392365825
CDH15,5.393119573
EFNA1,5.393245813
JSRP1,5.393686126
STARD10,5.395012888
TREM1,5.396090323
CCT7,5.397025583
ISOC2,5.397867499
HSBP1L1,5.401008934
KLF14,5.401292126
FXYD4,5.401373315
RP11-342K6.1,5.402527273
ZNF706,5.403338676
CLIC3,5.406455375
AP1B1,5.406739007
GPX1,5.406876879
ZSCAN2,5.407183603
KARS,5.407616335
POLE,5.407854531
ADGRE2,5.407998656
C16orf95,5.408986797
NLE1,5.409713119
SLC2A6,5.409925312
HNF4A,5.410339184
SLC12A5,5.415835678
RPL17P50,5.415847132
MAGEF1,5.416264305
ZNF107,5.41651911
KLK10,5.416608931
P3H1,5.417050214
BNIP3P11,5.417089252
SLC30A7,5.417278932
HOXC8,5.417610351
FAM207BP,5.418425416
MXD3,5.418712288
PM20D1,5.420023732
ASNA1,5.421905567
TXNDC9,5.422439003
LRRC43,5.423901747
CKAP4,5.424639804
U47924.27,5.425639958
ATP1A3,5.426942174
UNC13C,5.430456474
ICMT,5.430992955
NEU1,5.431627757
NPM1P9,5.437276109
GSK3A,5.439410208
RP11-423H2.1,5.439570569
CEP83-AS1,5.439773006
IFI44,5.439971971
ZDHHC23,5.440045401
COPS5,5.440065629
MKRN3,5.440463171
ZC3HC1,5.441452109
FOXD1-AS1,5.442637426
SLAMF9,5.44499773
NANOS3,5.445098477
CNOT3,5.446183451
RP11-111M22.4,5.44968241
RP1-80N2.4,5.449825791
COLGALT1,5.44999403
UBD,5.45057119
PDIA5,5.455425333
C10orf2,5.455899766
LLGL2,5.456194048
CCDC15,5.45767982
LONP1,5.458424989
MPDU1,5.459893289
KIAA1522,5.45993991
PPP6R1,5.459986944
HAPLN1,5.46055147
CTU1,5.461584342
TRMT2A,5.461698141
RP11-638I2.6,5.462390378
CCDC138,5.46271058
PTK7,5.463475857
RCE1,5.464139145
AP000580.1,5.464453942
LINC00152,5.46456447
RNF2,5.464692838
LA16c-380H5.5,5.465130441
SNRNP25,5.46556812
PPP5C,5.465943844
NKAIN1,5.467674777
CKLF-CMTM1,5.468073454
UBASH3B,5.469147488
GBP1P1,5.470637406
STK4-AS1,5.470869884
TNFRSF11B,5.471135813
RP11-46A10.5,5.472936573
HIST2H2AC,5.473223591
POLR1B,5.473248971
RP11-390P2.4,5.47339503
UBE2A,5.47860418
RP3-406A7.7,5.483350057
HIST2H2BF,5.486942984
LINC00346,5.487321343
FAM83H-AS1,5.487568396
SLC47A2,5.487628685
DPM1,5.488938397
C12orf65,5.489037338
SIKE1,5.490119842
RP11-723O4.9,5.490946001
MTMR14,5.493531169
FDXR,5.494321038
UBE2L3,5.494971261
GALK1,5.496357903
GTF3A,5.49772744
MCM8,5.498833985
RBBP8NL,5.499273851
BPNT1,5.501439937
MRPS28,5.502472497
C1orf131,5.502987347
RP11-196G18.24,5.5033954
PCSK9,5.503488492
SYT7,5.503663948
C5orf28,5.503719129
ARID3A,5.50436284
ZNF593,5.505682002
CNPY3,5.505744538
IRF3,5.506805501
IRAK1,5.507544664
FAM50A,5.508263875
DAXX,5.510002496
FUNDC1,5.510974805
SSR1,5.514338733
TXNL4A,5.514910627
SCRIB,5.515602445
PABPC1,5.516429982
ZNF74,5.516856288
LINC00680,5.517952058
HRASLS2,5.519721022
HAGLROS,5.520627631
AIMP2,5.521224309
ZNF365,5.522481405
LRRC1,5.5233906
POLR2F,5.523770848
MRPL16,5.526507012
MRPL32,5.527621379
RP11-93H24.3,5.530288669
NCEH1,5.530506571
COX6B1,5.531734294
PATL1,5.531760538
TUBB8,5.532223389
TMEM50A,5.536185097
RP11-783K16.13,5.536227135
DBR1,5.537747932
SCAND1,5.538724374
CEP152,5.539035084
TMEM249,5.539434945
GJB6,5.541291102
GPR180,5.544508589
UBAC2-AS1,5.546548798
SFT2D1,5.546672118
ZNF121,5.549355087
PSMD2,5.549467528
HOXB8,5.549483869
XPR1,5.550128501
RUNDC3A,5.550423419
GMPSP1,5.551514262
CABP4,5.553745759
PTOV1,5.555315443
RP11-746M1.1,5.556071389
TEN1,5.556246717
TMEM11,5.557832845
CDR2L,5.562637203
NEDD8,5.563303873
ATF5,5.564427744
DHTKD1,5.56465559
GABBR2,5.565542129
EXO5,5.565797478
TRAF4,5.566564617
FAM60A,5.568697976
DOLK,5.568834062
CTD-2636A23.2,5.568989366
MAN1B1,5.569047149
KRT10,5.569733862
FAP,5.570345509
UQCRH,5.573927463
SNX5,5.575241181
DNAH17,5.57539477
POLR2K,5.576057796
RAB42,5.57899733
GTF3C2,5.580321858
IGF2BP2,5.580662315
IL17RB,5.581552221
SRMS,5.58209789
SUCNR1,5.582350034
ACKR2,5.583803409
HIST1H3E,5.583840977
IDO1,5.584558228
CWC15,5.58486198
CDX1,5.586512667
ANO7,5.586662837
FAM133A,5.587383741
GJA3,5.588514527
PDZD7,5.588920044
RP11-670E13.6,5.589469033
MKS1,5.590127364
ITGB3BP,5.591456132
AIM2,5.592106153
PPP1R9B,5.592790315
GNLY,5.592957601
FAM86C1,5.593999126
RP3-337H4.8,5.594261928
CTSA,5.595991283
RNF40,5.597929466
TINCR,5.601115065
KLHDC3,5.601688299
CHDH,5.602054947
CCZ1B,5.604314989
CH17-360D5.2,5.610662311
PABPC1L,5.61268471
MRPS24,5.613040444
C9orf84,5.614700574
B4GALT7,5.615897885
ATP5G1,5.617793318
GHET1,5.620203408
CBX3P9,5.620503065
MAD2L1BP,5.621777771
DDX52,5.62244126
IRF7,5.627365549
HMGB1P5,5.627413278
ENTPD8,5.6284266
AC011558.5,5.630482598
GAPDH,5.632261806
HPDL,5.634500493
SEC22A,5.635716596
NSUN5,5.636919521
CHCHD2,5.637192266
MRPL22,5.637225798
KRT7,5.63858144
NONO,5.63900984
FCGR1A,5.63932681
RP11-63M22.2,5.640327701
HIST1H1E,5.640495478
BOLA1,5.641632161
RALA,5.642752577
SPAST,5.643231384
NELFE,5.645007685
RP11-380N8.7,5.645674123
ALDH16A1,5.646349765
SPRN,5.647013418
FUOM,5.647727454
AC010524.2,5.650851246
UBE2M,5.651308844
RP11-680A11.5,5.651429192
MORN3,5.65154068
CTAGE8,5.651762704
SPRR1A,5.653850694
COMTD1,5.653900671
PVT1,5.655598639
KLRG2,5.658143317
MUC2,5.658740859
XPO1,5.659557203
POP4,5.659800578
SCX,5.660065655
OAZ3,5.661999897
ZNF485,5.662372779
NAA10,5.663423393
NXT1,5.665135928
GREB1L,5.665208312
SPA17,5.665561428
CFAP45,5.665603837
RP11-484K9.4,5.666327984
ZNF473,5.666558697
ADCK2,5.666917152
AKT1S1,5.667613337
RP11-324E6.10,5.673269121
C3orf38,5.673418524
IGFBP3,5.674767354
TMEM102,5.675051444
TNFRSF18,5.675741168
CTC-260E6.6,5.677030102
RNF34,5.682136008
ACOT7,5.682772631
MDFI,5.683640275
TCTN2,5.684690353
PPIF,5.684866667
TYSND1,5.685245174
CEP89,5.686197848
ZFP64,5.686707189
CHPF2,5.687937195
SEPHS2,5.68840968
TRIM24,5.6896119
RASGRF1,5.691122176
IAH1,5.691343636
PASK,5.691443536
BTF3L4,5.692009427
WDR46,5.692733351
WFDC21P,5.695675688
SPCS2P4,5.696450363
SSNA1,5.697497263
LGR5,5.699503395
NDUFA7,5.70022501
ARPC5L,5.700230596
CCDC162P,5.700481046
PHKG2,5.702533583
SULT1A3,5.704843237
CTD-2313J17.5,5.70904531
ZNF385C,5.711195975
LGALS7B,5.712112324
CDX2,5.712448011
RP11-132A1.4,5.714778209
RN7SL1,5.715023166
RP11-347C12.10,5.716924662
CCDC51,5.717578192
DNASE1L1,5.72236922
ARPC4,5.722523178
NUP50,5.723153151
FANCE,5.723850211
RP5-1180E21.5,5.726961883
TMEM241,5.727159502
SRSF1,5.731248839
SEC61B,5.733014537
TCEB1,5.733323731
RP11-672L10.6,5.73361812
CH507-152C13.1,5.734268767
ZGRF1,5.740207572
PPDPF,5.740556573
EMC9,5.741129052
GEMIN2,5.741503704
LINC01605,5.741986508
CEP83,5.742619035
RP11-707M3.3,5.742847536
FKBP3,5.743459717
RP11-380O24.1,5.743965026
AAGAB,5.744595368
CA2,5.74468354
C12orf45,5.744890342
SPATA33,5.745568199
THOC3,5.745652972
FDX1L,5.746787193
DKFZp434J0226,5.747050855
PYCARD,5.7508309
E2F3,5.750911241
C1orf43,5.751901599
C6orf99,5.75238632
SNHG1,5.752471664
APEX1,5.753099271
C5orf15,5.754293959
10-Mar,5.754337178
RP11-307C12.12,5.756062729
GNPNAT1,5.756913776
CARD9,5.757189769
SULT1E1,5.757311517
TUBA1C,5.758230185
SNHG16,5.759436864
RDH16,5.759536963
MAPKAPK5-AS1,5.759880282
DHRS13,5.761150512
TMEM99,5.762884397
ACAT2,5.763804144
CEMIP,5.766372937
NMRAL1,5.770449974
SLIRP,5.7707826
DDX12P,5.771438378
C9orf142,5.772166046
PSMD12,5.774428642
GALNT1,5.774693434
SLC9A7,5.774837914
ZNF681,5.775995615
DUSP23,5.779617881
ARHGDIA,5.779789908
DUSP12,5.782969339
FAM200A,5.783031867
JAGN1,5.783443905
SAYSD1,5.78379842
NSUN2,5.78612334
NUP62CL,5.786168531
PES1,5.786441254
CENPQ,5.790397422
HSD17B10,5.790518733
ADGRG1,5.791174269
RP11-671J11.5,5.792101568
GPR89B,5.795803306
C17orf89,5.796301335
ARMC7,5.798171872
DDX27,5.799819084
CMTM6,5.800103786
NEURL3,5.800515901
TPM3P9,5.801625581
CTD-3222D19.12,5.802582846
LRFN2,5.80336335
AOC1,5.808997052
B4GALNT4,5.819416762
H19,5.819482363
TMEM214,5.820006872
CTD-2047H16.2,5.820057684
RP11-783K16.14,5.821573812
ARMCX7P,5.822088917
LCMT1,5.824290925
EPN1,5.824585311
LINC01426,5.827653771
MCRS1,5.828575874
SPCS2,5.83134789
NKIRAS2,5.831878743
CDK2AP2,5.831920896
CRLS1,5.833317535
HN1L,5.835423873
ZNF530,5.836441287
ADCK5,5.836692622
NRCAM,5.837088951
CCR3,5.838296606
AC068831.15,5.838863461
UFD1L,5.839129657
TNFRSF25,5.842325474
PDCD10,5.842648605
TBL1XR1,5.845781306
NFS1,5.846396763
TRAM1,5.8466926
VEPH1,5.847398865
DKK2,5.847599508
TRIM17,5.848364778
CASC8,5.849082207
RP11-474G23.3,5.850298319
IFI30,5.851239393
C2orf44,5.853045482
NETO2,5.853714339
CACNB3,5.855187066
C9orf117,5.856037674
FAM96B,5.858192132
TRIT1,5.859520349
SHISA5,5.863646813
FAM71E1,5.864688056
CHCHD6,5.864915699
C8orf59,5.865361371
VWA9,5.866259339
RP11-706O15.1,5.867184151
ACAD9,5.867618128
AC002398.13,5.868880396
DLX4,5.869013185
PRPSAP1,5.870428134
EXOSC10,5.874552767
MTND1P23,5.874756485
REXO4,5.874976499
TMCO1,5.875439143
PARS2,5.876734405
SLC25A15,5.876912792
EFCAB10,5.877700091
NT5DC2,5.880360337
TSTD1,5.882083528
TMSB15A,5.882325732
RP5-821D11.7,5.882954471
ARNTL2,5.883561937
ATP2C1,5.885367126
RP11-458J1.1,5.885411156
CTD-2020K17.3,5.885564876
PAX8,5.885575049
GLDC,5.885675898
RP11-400F19.6,5.886140058
PMEL,5.887488967
RP11-10N23.4,5.889017926
ZNF350-AS1,5.889192319
RP11-318C24.2,5.889212966
RSPO4,5.890623971
DHRS11,5.891198793
LRIF1,5.892311122
TMED1,5.892952468
PPCDC,5.893991559
PSMC2,5.89765061
HDAC8,5.898084707
PHTF1,5.899729365
APITD1-CORT,5.900823555
ZNF749,5.900836451
POMP,5.902123234
OAS2,5.90492783
SMCO4,5.907364541
RPS6KA4,5.910138459
RP11-456P18.2,5.912103736
XPOT,5.912160685
MESDC2,5.91342796
RP3-337H4.9,5.913687242
GADD45GIP1,5.915385744
EMC8,5.915464883
SLX4IP,5.918406417
GRIN1,5.921641154
ASPHD2,5.923482217
MPHOSPH10,5.926710557
LYPLA1,5.926960453
FAM24B,5.927084222
CHMP4C,5.928084705
PSME3,5.928493013
LINC00665,5.928691908
RBX1,5.929647722
TIGD2,5.930575948
RPP38,5.931876612
GALR2,5.93369183
PSMB7,5.935477327
CABP7,5.935795007
FABP6,5.936992457
RP11-155G14.6,5.938893193
GUSB,5.941563187
NECAP2,5.941633014
MTIF2,5.942305783
MYOM3,5.943451543
YIPF3,5.943990457
CARHSP1,5.945836568
POLD2,5.946776506
DCUN1D5,5.947390182
SEPHS1,5.947904461
CTD-2589H19.6,5.948034549
FERMT1,5.948566221
STX10,5.949567499
ERP29,5.95056666
HOXC4,5.950722976
GOLT1B,5.951339365
UTP18,5.952287003
HMGN2,5.955532431
MOV10,5.957092432
VAX2,5.957284906
NDUFC2,5.958060291
CCT6A,5.958733471
NLN,5.958803173
MLF2,5.95931696
TMEM209,5.960000566
TMED4,5.962062674
PRKD2,5.962184658
B3GAT3,5.965335697
AURKAIP1,5.966228482
GOLM1,5.966746295
AC021066.1,5.96773722
BLOC1S4,5.967861064
POP5,5.969728211
SPATS2,5.970282142
PAM16,5.971030684
CTC-260E6.3,5.971136705
SYMPK,5.972692905
FOXRED1,5.977476018
USF1,5.977707009
NMI,5.979308488
PMF1,5.980532054
SSRP1,5.981296163
ZNF497,5.981344032
SEC14L2,5.982040768
GJB7,5.982519857
TIMM10,5.983876819
SUMO1,5.984354747
OLFM2,5.984717313
EPSTI1,5.984828968
RTCA,5.985581033
MALSU1,5.986306751
ATP2A1-AS1,5.988629612
CCZ1,5.991844362
FAM101A,5.992278819
MTFR1,5.992524055
IFIT3,5.992618169
DPAGT1,5.992969632
FOXD1,5.995917748
KRT8,5.997030465
TUBBP1,5.997497041
HIST1H4H,5.998928225
TINAGL1,6.000260348
TXN,6.002222822
AC016735.2,6.002512193
SERINC2,6.002635986
CLPP,6.003087784
SNHG17,6.004650657
TRIM28,6.00552826
ZNHIT2,6.007369631
KISS1,6.007953206
RP11-521B24.5,6.008677071
OGFOD2,6.012647793
CACNG4,6.013615002
NUPL2,6.014998227
ERO1L,6.015237465
MYLK-AS1,6.016545735
MPV17L2,6.018324245
CDKN2B-AS1,6.018850056
KCNS1,6.019720607
EIF3I,6.020605154
ONECUT2,6.020657828
FEZF1-AS1,6.021008711
SLC3A2,6.023999027
HDDC3,6.024716147
FTH1P7,6.025198184
ZMYND10,6.025352414
RP11-615I2.2,6.0253556
PSMA3,6.02821461
ITLN1,6.028305888
RP5-908M14.9,6.028977628
TUFM,6.030023421
ZNRD1,6.030365468
BTF3L4P2,6.031636124
CTC-444N24.8,6.031700493
RP11-598F7.6,6.031867297
MRPL55,6.032082362
RRP7A,6.033045494
GART,6.034336232
C1orf159,6.035287618
ELOVL3,6.036231277
TAP1,6.036459193
NDUFA3,6.039110073
FAAP100,6.043380585
POLB,6.047618148
RAPSN,6.047861071
NME6,6.048864601
LRRIQ4,6.051586112
PPFIA3,6.051743339
ZNF730,6.051896787
CREB3L4,6.05228266
RP9,6.052488329
C12orf75,6.052777615
RQCD1,6.053566307
ZNF544,6.057050278
MIR4435-2HG,6.05792754
RAB11FIP4,6.059732497
DBI,6.06051293
RP4-592A1.2,6.061195534
NDUFS6,6.061832219
WDR5B,6.063262723
LSG1,6.064359174
TMEM54,6.06465995
NR2F6,6.064891849
FRMD5,6.067468493
GTF3C5,6.070134171
SIGLEC5,6.070770924
IFNGR2,6.071482801
ELAVL1,6.072617214
RBM8A,6.074871248
SH3BGRL3,6.075305734
ILF3,6.075569713
RP11-649A18.12,6.075791818
RNF182,6.076013204
AP1M2,6.079544446
UCHL3,6.081321988
ZSCAN16,6.081379648
LY6K,6.083095624
RP11-422P24.10,6.084211521
NUDT8,6.089854056
LMAN2,6.089980859
LACTB2,6.091912871
VHL,6.093754925
AFMID,6.097972106
CTD-2540B15.11,6.101772509
SSBP1,6.10298394
RP11-810P12.7,6.103239177
FASN,6.107208717
RHPN1,6.107634567
UBE2J2,6.113425599
TTI1,6.114951973
A2ML1,6.11597579
AATBC,6.116610473
XYLB,6.119718819
